company,company_url,amount_usd_millions,amount_reported_millions,reported_currency,stage,lead_investor,announced,source,source_url,also_reported_by
InsureVision,https://insurtechdaily.io/company/insurevision/,2.7,2.7,USD,,,2025-03-07,FinTech Global,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPUHM3czRPeGpkWUJRUGxfQlRWWEtLRTY4ZEM5eHhyRFBlUzJVVVU1UXFXUFo0M1pqNHZSNktBUTBIR0FGZ0xhckFaeHpocl8zcFdOaUxwLWktVHg0bE5fRnVRY3ZhR2lsZGZhQjF4SkZwN3FSWFBzMFViRWFiN3MtSXlvWGtnWVdGbjZOSjRXdTQ0X25MY0poWVlQY3VueUtPRFVJZnIxZGdsZ0JCMXVWSEM5ai1ERDlJSDdDbEJsSDNtdw?oc=5,
CompScience,https://insurtechdaily.io/company/compscience/,27.6,27.6,USD,Series B,,2025-02-27,PR Newswire,https://news.google.com/rss/articles/CBMi2gFBVV95cUxORDRtdkt2elpQd2o4RHh6Umpya25TcERBbmQxMWFvcXM1b2oxaThjTnJnTmtfajcxWl96b1hMUHhRNTZKRVYtTU9VaUhRS3J1Q0dpeVFiOWFuUTBHMnp4bHplN1VHZmFlajIzWUdtUTN0UUhsaWFJX0pjb2VJbHNzWkJVVmVocHotWDdPNVg3Tjd4WFdqaF9HX3FXWVZhZy11alY4NXFONFZ6UW1TeDA5NUNhRnFaY3A2S1JxemI2c2hBTUF2ZHlfUnpKRnRGTlR3Y2xfakNheXg2QQ?oc=5,
,,15.24,12,GBP,,,2025-02-27,mercia.co.uk,https://news.google.com/rss/articles/CBMifEFVX3lxTFBpQkhxc1NzdGpDQlMzY1BlSThMb2d2SGJHSVlEQk1VZFZyWVVHa3ptUURXTEI1VUZ0TmtGcWVOX01NVElteW8xZ0RaV2NxSUYyY0hMY1pWVkRraTduRzdKN054QnFhREQ1azJvLTFKalI2ZXJOTHBFbk9fVTg?oc=5,
Adaptive Insurance,https://insurtechdaily.io/company/adaptive-insurance/,5,5,USD,Seed,Congruent Ventures,2025-02-26,Reinsurance News,https://news.google.com/rss/articles/CBMiowFBVV95cUxPUFBlVFU1a1FkR3VNdUdIdFNNVGFlQVNEd0dVajhhVlpfb3hna0RpOWRLUFRMSWpTYkZyU1EtaUpTdmg5NnBPN3puZ2VFbkFTSVlRTWp5SHVFYVRZclpQTkxCUHcwRllWUTc2S0RaaDBienVJZnkzZS1sck4xNWFic21TTXhSc1M2TmttQmhnb19HSUVpeDR1U3ZqUHJ5aU8wZVRn?oc=5,
Floodbase,https://insurtechdaily.io/company/floodbase/,5,5,USD,,,2025-02-26,Artemis.bm,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPZ2hxSVdqaVJwcDg0MnpaSng5R0hhWDRlZXROTTdBUkJHdVpqdXd4SmY0bHIwMUZtMUxwc1lrVllLajM5bXNGZHJ4bzJpWmZNUHBWbTcyeWdTaGtzY2hzbG9lLWk0eVZtZnR2UDNvYm0xR1dmM2VwcnNsWXB5R3BIWnMzTHdFMnhzMFJWOHdWR3FmQVBuOWpIcjY1bllEdmRHSjhyYzE3SkN1Yzg?oc=5,
Camber,https://insurtechdaily.io/company/camber/,30,30,USD,Series B,Andreessen Horowitz,2025-02-26,Business Wire,https://news.google.com/rss/articles/CBMipgJBVV95cUxNQVVSTmNDMl8zWkhBbkU1YXhZSHM1Rkd2VGVtcjNOSFBmM1hDTGgtc2RwNWRWNHVtbGJhUmJ3eTdqRldOT1NRbUxCTkNJSjJCdWEweVR0NC1fdkQ0b1p2VlhvTjBaVVAyN0xfU2FLZ0lEOEtHUi1vakpqVGQ5a3ZRRDRGcFp2RWNsZEdZSl9YN2xkUjBMbV9uWFVnVnJDc2V4UTI4c0lZMFI1VXhIdW9iWWROdlNtdkhobTFQWHhWaE1fY1BHcmRIMVFUWUc4azRwT1BONC0zbzAyaFdpZXJaM1lPYXdnQk8xeEdQanBsdjljUVQ2MHQya1hnRjBzZHJDcm03VGljVmJOVDlZX2xvUExxTzF1NWdjSFNpNXFFRC1LTVQyV1E?oc=5,
Napo,https://insurtechdaily.io/company/napo/,15.552,14.4,EUR,,,2025-02-26,EU-Startups,https://news.google.com/rss/articles/CBMisAFBVV95cUxOSlZlODZpemZXOEN1am9jU0t0MFhzdEpuYjVFZXRPWmNBSGNCbERYc3ROVFZyY0tnUVNqa3lQS2t2Z3A2NU1ZRUc2OUVMUjRHNlUzMWk3NXNnV3lhcVptX083R2VuUUgzRngzRmhvODZ5c1dob1RjQURZeVZkMmpieHZ2ZjBKbGwybENfUTNlb2dJQmIxNGxhZnUtUFJ5STFJejJrUmFMWlJhR3NLWFVydQ?oc=5,
Vigil,https://insurtechdaily.io/company/vigil/,1.3,1.3,USD,,,2025-02-11,FinTech Global,https://news.google.com/rss/articles/CBMirAFBVV95cUxNZGQ2Qk5xa29hMVBINHdETzRkeFVYVGNFS1RCQmF4YmFpcWtqakFHUWxFRVJrN0J2X0NMNkFmVEJoN2RXcllHYzh3MWkwdlUyVTJMaHZ3MENXOGVKZUFBSFlDN2VmaDRRWFBUd2xBaHdVNWJ0bTRIeUJyUTJHa3ZKNHJsMHVMbzZicVUzdlJCTHR5TERaNmdXOTl4cUNSWWFjUGdVd3dtNFhGTmxC?oc=5,
Comulate,https://insurtechdaily.io/company/comulate/,20,20,USD,,,2025-02-11,TechCrunch,https://news.google.com/rss/articles/CBMi_wFBVV95cUxNaEFBcmJObDNIbnhENVVGbEFvRFVZY0l4LTJUVl9aWjVKZnBvS0FYYXBhaEgzNnFvd2EtcjBxRnJOTVpoVWZRZVBjcGZVN3VtVEhZYllhUEFqZmN0ZFJreFVZSk96S1ppaUpvQ1RwaHppeTJFcHRSeDdLVHh3a2N2QS1kZmpVTk5uZEJpckhJRTZqam9pTG0yX2ZSOXh1TTNiU1AyckFVaDF0TnYwSkFycm1ZU3lPX19qbENxbDRQSWNQQXRRM0hwaHFleTVvV0toOTB6NW5FUllEMzdsMHhsZGVSWEdNMUZ5RGtBS0pYaWltc3FkODVhMkZpdzNLNFk?oc=5,
UpCover,https://insurtechdaily.io/company/upcover/,11,11,USD,Series A,,2025-02-10,Startup Daily,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQLWtLNzdIZ2tkaVlURlRLRDhpUkxGbHR5Qm1PMThiRUZteVJjS19DUVBOX29USjJyTFVxbFNSM3ptSEtaWTFuWmNYYkVfSmF4X0w1T3g4M2VWMzh2eVU3d2RWT1Z1VXN1M1NZYXFndnkxWVlYRzZnMzBhWVlSMHF2ME1WVF9RRFJkdWFveGdkcmxxY0lpbUJjQ2tqak9rTUNNZ3o2SHBXWnh3UQ?oc=5,Insurance Business
XILO,https://insurtechdaily.io/company/xilo/,7.2,7.2,USD,,,2025-02-04,FinTech Global,https://news.google.com/rss/articles/CBMisAFBVV95cUxNZlV6b2xqTVdINzd2c3I5NVQwUERNdjB5NEc2V2NVb3gxeWVzLXhzYWdoTkJ6OGlHM0FhamRwWjB1UHM0d29xNVV6OFdKcTR3aUJNWHFJb01yYzVrUEppQmtJVDBrcnZjMV83TTk2bUhGekQ3VGg3Znl1SVFVNWlKNEltZloyZmhsc1BWaG9FcUJ4SHdqNDRMWVh3djhNZXdYNjBJOFN6OGpvUlpkVUN4Ng?oc=5,
Openly,https://insurtechdaily.io/company/openly/,193,193,USD,,,2025-02-03,FinTech Global,https://news.google.com/rss/articles/CBMiogFBVV95cUxOTWNYSVNreG1tVmVJUmtGS0dpcmZWaThleS1OQjhWMFNnbXBSNTE5TDBZRTlQT25lamZmendRVVNXRnB6blZnWVVpcUU3SFVobmlmdHpxRHUwN25mSm5VenpmVXJZdjJoX05KTDlRZ2tTN0JNYWhFdllYMjBlQUZVUEJSdVBNOGEybmZIMTRJWks1cWZHbHNFcy1ialBfdkZjRmc?oc=5,
The Helper Bees,https://insurtechdaily.io/company/the-helper-bees/,35,35,USD,,,2025-01-29,FinTech Global,https://news.google.com/rss/articles/CBMirgFBVV95cUxOWFByclZBaFhkaU1KZElYcUp6eDlqcC10djRjWFFteG5aazF0RDFmS0x3WWduR3NYQ0ZmSXJlSTZWa3lrT0ZsNV9NM0VCNWEzcXZyOWVRaURsNTlDVXNjZWJ5eFNNbkVTZ2k5ay1jY3p0WE91ZU8zNHRhMjNEMTZfSmJqUURIQWZJdnotNU5XN0RxREJ0NVBJLXZzZHYzWGRGdU9xRXJIb2NFQ0tyUWc?oc=5,
Gaia,https://insurtechdaily.io/company/gaia/,14,14,USD,,,2025-01-28,FinTech Global,https://news.google.com/rss/articles/CBMinwFBVV95cUxNdU1Fc3MwRGd1U0ZvN19LSHlzaFVXSmdJTDVxVmd1Y0xhMEU4RkNYNlJzcTF6SDN1dllvU0FzTklFTnU3QXhYdHVZek13WWlxOS1WUHQ4TDZUUGhhcExJS3hRbVE0ZDhJR0xnb2VNaFVucnpIUmNaa2oyaDJncHNTbE9mdS1FMU5mRzIxd2J2VXRtRmJYYWNxUm1icE8zSjg?oc=5,
InsuranceDekho,https://insurtechdaily.io/company/insurancedekho/,14.5,14.5,USD,,,2025-01-28,VCCircle,https://news.google.com/rss/articles/CBMid0FVX3lxTE1YelhNNUIwM0E5NlA4Rm01MXlVVzBhNHJvZWxPX3BjWEtaWjU0REZwXzQ2ZUxUZ25TSW5VY2F4LXFUcmhPOWNzeVRPam1YSkk0bnd3ZWx6Y1pKUVlEUGZacV8yenBMZGFZb1BpQ0N6ZHcxNUR4WDR3?oc=5,
Naked,https://insurtechdaily.io/company/naked/,38,38,USD,Series B,,2025-01-27,Dabafinance,https://news.google.com/rss/articles/CBMioAFBVV95cUxNTHhIYnh1M1ltX2tKM1IyeTRDMU0yblFqUGlNWXdRTjBjNHhheFFPOFYyMFIxcnVoa1M2M0NHWDd5MzdlVmpONm9VVnFUM182blZSVnVORmhLYlZLZWcxS2pubnlDUUxaZEdDTUFBX0U4TlZTREVCR2pkYmd3dU1LdjFnN2ZhOGJaWEV6NkN5c3duQzUydnJ5VlV2V2lub3Bu?oc=5,waya.media; Tech Labari; Techpoint Africa; Moonstone Information Refinery; MyBroadband
Instabase,https://insurtechdaily.io/company/instabase/,100,100,USD,Series D,,2025-01-23,Beinsure,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9YT01fUEhsNllTd251MWp6dUkyVEd5b0NtWUZqTHJXYnhveWFrbVpYWFBxMmFzN1VSeDVzMHRrRlFHSWFIVDJIc3ZnZF92aFhSak9kZWJKTGJPeEtYU1hr?oc=5,
Qumis,https://insurtechdaily.io/company/qumis/,2.2,2.2,USD,Pre-seed,,2025-01-21,GlobeNewswire,https://news.google.com/rss/articles/CBMi7gFBVV95cUxOQjJSaF80eHRJQi1aenhPRTBDOHlDcVJ3c3RicU1SMVpzcUNMYkNWM2QzTUg0MjZxNEI1T2tZcFVtbEh1dmc5aV9CYk4zcWQ2M3M2bThPMTVCdl9tQ1JnYmZmeWlDUGdFZTVkVTdlVGVnd3U4Qy10ejVjckM3elFhWXhCTy1xMUZETVNXbENiQm9laFBlb0hUZ1dJWl9XRHVfVjFqNm9SaXhYQ1JVQXdwWEZWOHdybE8xYldLUWtkRlNQWGZpUFBHa1l1S0I4U1JXOFNRa2l5dDEzdzlsYlk5S19DaTc4a0xTb1hseEFn?oc=5,PR Newswire
Overhaul,https://insurtechdaily.io/company/overhaul/,55,55,USD,,,2025-01-16,Beinsure,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1hQ3dUZlNJU3JEZFVPNzhia0N4RmxqbVh3WFpIZDNja3RyTFFpNWJKT2NTOHc3NU9yRlpycVNWOXhueU5LaTNoQnFMY3FlQ2dsc2NKSlIyaEsyVnBC?oc=5,
Rainbow,https://insurtechdaily.io/company/rainbow/,8,8,USD,Series A,,2025-01-16,FinTech Global,https://news.google.com/rss/articles/CBMingFBVV95cUxPYXJpWGoyVEl0OWlMZkt6U1BmcDlUaU10VVcwcGJmWTRJajlfVlQ1LXhJUFk2TW55bzVHT1RqZWRVRElOUVBGWUFXLTh1QkliN1gxVDZocEhLcHUzakNVX19NeFZpbGdib2hRVkFvRFhQQXVXMkhjRXJyTjdpSDdyNGZFaS1rRVluZTJQbE5ub2RZNXZpSzVCU3RyNUJDQQ?oc=5,Business Wire
Themis,https://insurtechdaily.io/company/themis/,9.208,7.25,GBP,,,2024-12-11,FF News,https://news.google.com/rss/articles/CBMixAFBVV95cUxOU0ZFQnprcllSTkFhQXhweEcySHJmeTJCM2NmZHMwNHR6U1RhV0Q1LWFjdTYwQ2xrc3ZGYURvcEtpRmhCbFh3ckh6STZSVnMyUVAzWlg0dXQ5VVdWU0l4MGROT3R1UEZCQ3VySGMxcDYydVB1Z0RmYi1rTkw4a21hYXdzUDZpcVlGN1A1QVVFaklCOXdWTnFmZ2lLR1U2RXExcFcxOXZEM0FId2lybnA4WVNwcUFMaE5zMWFNWlJPMVZGb1B0?oc=5,
Sola,https://insurtechdaily.io/company/sola/,3.7,3.7,USD,Seed,,2024-12-06,Reinsurance News,https://news.google.com/rss/articles/CBMirgFBVV95cUxPaFJrUURLb3VUR3BJWTRJU1hlSXIweGRVRG5RRDE4ZVAxN251Z2hyYm9tUThZOXJaZTBoYnpkV0VNRlc1aFBmaUpYS2F2Slk1cnAxeDdJY0FqVWd3dVhReHdvWmtvSUhoVmp3MTlUX0cwamtHcmFudFpBTWNBNU5fMDBmTFh3U0ZuRkFMOUdDUExkZnNORkdIMmZ5T2hJakJUcS1xS3NJRFh4TlM4OWc?oc=5,PR Newswire
By Jove,,4.572,3.6,GBP,,,2024-11-29,Sky News,https://news.google.com/rss/articles/CBMilwFBVV95cUxOdFFQWndTQ2gyRGZEZGxWc0VRLWlOcGFQZXFJZ1RBQ2REeUFDeS1OY1phU25NdV85SHpzWXdmSURjRTRxd203VEIwSk1sSldISVp2ZV8yalM2eEcwUUpaUHNNenpsM18xVkwxUHB6UHdEMHJiTC1rdnRlQm1qUkVwTXNjSHdnRWl2SzJUTnNYSU9sVlNfZ2o4?oc=5,
Poncho,https://insurtechdaily.io/company/poncho/,0.616,0.55,CHF,,,2024-11-27,Startupticker.ch,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQT1BrNjBOZXJCdzdiZWFoazdGM0xSdkZfdU02TnhnY0JHOUFxcEJHbWhKR1Jla3pZZGJxZFJZQUxQUXRqaVJ6UmtCM3Z4aHhLeDQ1MG55VWdfMnpSQndyM1RhWFRVVjhrd192M0ZfVmRpblhmc25kSDRfdG1VcTlldnhTVEJ6Zm90VGpoZ1EwWm92MEY1c2diUEFUTTVwNkw1WjVJMERUUWxHU2c?oc=5,
Zopper,https://insurtechdaily.io/company/zopper/,25,25,USD,Series D,"Elevation Capital, Dharana Capital",2024-11-21,The Economic Times,https://news.google.com/rss/articles/CBMi7wFBVV95cUxPTy1PSE1vTWpLdjJFN2VMMmtvazVTY2pfQWQ0RkJHXzVkdlphX2Z5UElCMnZ0VnhmT2JENlRvaGRHZVdsYXAxSGIzeGxNejR2TWFiZXQ5djA5SUs0cC01eFVQUWVSWlRtdW1QV21taVo2M3hqYnRWcVpkRFhmTlZzNTlkOC1yRjA3MHFLWDNCdkNObWRETzk5MUhmdkZBTWNCNzdwTlpKZmtMT0hFNlQ4aTdQYXBhZGxtNW5xSDFpUHg2ZWtwbklTNnVrVnJ3S01uNHgwaUlQRWlVSWttUDI0S2tTU1RaY2ZoaFkxR0JsUdIB9AFBVV95cUxOM2FKQ2wwWG5udExtOVJFNzRndnZjT3hmTVd3MHNRcGt3ZG1DUVNpUWo3SzJjYzZXcE9MRmxFLXBzS0x5c0FUTS1Ua3ZWUEpwTWdKUjd6eGdYOXlDSFJFRmM5Q2RRbWI1eGEya3d3dFRscHMyMDY5LXdqLTQ5QnVRRTZtSFJaR0lHWEZSOW84eGk5NVZGZDhlQ0xhLTVtaUJxNV9vZ3Nib1RZME16ZWEyMHBIVkw3M0QxV3FwQVQ1UmJ1c3JJTXRnSWpqUWVzR1hJZ01MNnRpbVlRWmJYbl9seEswZ182SlRNZThCTDRnRkJmTWxf?oc=5,Insurance Business; AI Insider; Business Standard; Entrackr; Moneycontrol.com; Indian Startup News
Delos Insurance Solutions,,9,9,USD,,,2024-11-01,Reinsurance News,https://news.google.com/rss/articles/CBMipAFBVV95cUxPcXBJSnNtXzJ1VnJfUHpHdlRhbVo5WFRUY3lnWVpCNWVCNERqRGZNd3BTMGl4VUpKaHZiN1U5dEZDVHk1MEc4TGNQWUx3aUowV0Y1UVU2dzk2bHZEQVFTZFJTTElrUjkwN0xzYXZGRUpoTFZDZmxILTNQU0I1eXYzYlcxVC1XWmpNcG4zVmdaVXluTDBCeUhCSk1Ca2JnRUdsaXk4UA?oc=5,
Delos Insurance Solutions,,9,9,USD,,,2024-10-31,PR Newswire,https://news.google.com/rss/articles/CBMirAFBVV95cUxQSjhlR0lrX2F4R0pMbjdqUi1WWkRiVHZmcUlBNmlBaFl3cWlpaDJOU2xfeXZnTHBIRVJWRzZhOEotd0pNY0tMRUItZXJmVW9YMElpcUpEQ3lxQTJTNmY5dmxmQTFqMm5JZkstYnFUUFAzYVV5YVI2X1dBUTQ2Sm5oWjJucmstZk1hZW9FQzlVQ2hSNG84VmlvZEpQeFRsSlAwb1F3dENxS2YyNThO?oc=5,
Agentech,https://insurtechdaily.io/company/agentech/,3,3,USD,,,2024-10-22,Business Wire,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPUlRQQjQ4OW02cXludldhOUpUMUUzUlRwYk5tV2xpNkRxYlNsejhUUXJQejdmeXJ1bXd3bjh3WkJrWk9qV0tLemdDWHpzYzYyQnREaGo4WW5EX3RYRmY4YVBrOGxuX3BVWko1X0QyQkFPMlJ4YVIteVlIQTQ1N1dybFBXYXpROVJ1SDBSclV1TjBsUWtDS2JUeUVNUGVxclRiS2ZYWmdNZHY5ajZOZXQ3bmRncGV5eFFpczJFc2xzTWJQSzdSd3dRLXpmanBtVXBzRDN0X1hmN1JlNlEwVGc?oc=5,FinTech Global
INSHUR,https://insurtechdaily.io/company/inshur/,19,19,USD,,,2024-10-17,Yahoo,https://news.google.com/rss/articles/CBMiigFBVV95cUxNQW9jbUNqTDBZSHVBWlo3VWZsWTR4TzQ2R21hWnhmMk5JTzdULU15bjFiMllTWWpJUmY1SV9Nd0RCQ3hlMGhZN04xaHlRNkZXMmo4SzFzYnRzSENTM29QWDZLZ1NPOGNzZ1I5S1BLODhHSFpNU2xjRzdXaEJ1Z1JsTk1XYU1XS1l2WEE?oc=5,
Diesta,https://insurtechdaily.io/company/diesta/,3.8,3.8,USD,Seed,,2024-10-16,Tech.eu,https://news.google.com/rss/articles/CBMib0FVX3lxTE1XOElMQ3F3UTU5WW5VNzZhamYwSmZuSTJzaFhVRi1yd0syQ0lFUGVEbEtZSjg2WlRNSHpoQTNzVmVnNTJlMno4WHBxTUZmYlBaV3pMeTJsNGdiaVJtbnNMU2U4NnVhS2E5aTFDYnozSQ?oc=5,FinTech Global; EU-Startups; Silicon Canals
Stoïk,https://insurtechdaily.io/company/sto-k/,27,27,USD,Series B,,2024-10-15,FinTech Global,https://news.google.com/rss/articles/CBMirgFBVV95cUxNT0NLRjdYZW9iRTk4c0RNVkhZaVY3ZHk4UUNFR3BJTFVNWEc2NFMtS2laTzNydkQ4cXpSTTg5M0dpdE1KQWVqUllTTUI5VHlWVjY3UHpWVjNMRFlPNmNBREJHQXNyRnZWM1JJcUZjOTJGZjEwa1ZNS1NNdFRjSTF5ZVVSYjRzRzJYSkhvdGhsbXVyYi1ULXI2a2p2RXZfU2dQRE5rM1VncnQza2NFN2c?oc=5,TechCrunch
Stream Claims,https://insurtechdaily.io/company/stream-claims/,5.3,5.3,USD,Seed,Spark Capital,2024-10-11,FinTech Global,https://news.google.com/rss/articles/CBMiswFBVV95cUxNaFJiZmp4d205Q2VOaGN0NVdtSEd1ZE9TaGZJZnZJM3pVbHBOZi0zcjNjYjhJQlBfWHA0bHJ6MTMzWFRTeFlOanViRlQxOHRhdmtuaElublIzM2F6NU1xMi13Z1hkeTAyTTlhMF93aUFkVUFrS0g4azJIOE03ZWVIYWRFTHFrcEYtSjBVR19VVl90dHFOaDhMNlQ5S2ZkWGwtd1Z5S0JpVmhLdWgwN29PNUotOA?oc=5,
ClaimSorted,https://insurtechdaily.io/company/claimsorted/,3,3,USD,,,2024-10-11,Tech.eu,https://news.google.com/rss/articles/CBMikgFBVV95cUxPdmF5cXBsSmE4aHQ0NG4zdEZkaldDZ3RYNG5Tam56bFNpYkNiakhEV2lQMnBza2RYYW5uMW9CMHloUS11YUNDcjE2cnZqMWhVSzN1YWdmbzlIUWR2NHZjcUNaRnRXck5GSUNMTXRvcDlaYmZ2LUNiRFJUZE1rNTNuQmdHUjFxYk1WWExGVWZSQVJ2Zw?oc=5,
Ledgebrook,https://insurtechdaily.io/company/ledgebrook/,17,17,USD,Series B,,2024-10-09,FinTech Global,https://news.google.com/rss/articles/CBMipAFBVV95cUxOUTVQWW5Da2lXUUVZc1V2YnQ2MDktTVBodGpIXzdibFpJaGtwQ2VreHp2aTVaaTlUb05HSklvRDRHMmdPUmNMN2tlaGEwRkVxY1BSVUNIV0lPNmJLSUJzeXRiWENWU1RuS2ZEME1vclc3X3hEVTd6ckZKTEhYSndTWjR4dHcxakFjZC1XWWlhOW5vd1ZxMjFFS0hwaDdBXzBlVEo3Zw?oc=5,FinTech Global
Qantev,https://insurtechdaily.io/company/qantev/,32.4,30,EUR,,,2024-10-09,TechCrunch,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNeEhuaUpsSUNHYm0wc1lHalRtMjRjeWRJSnd4WlRsUmxlNHlYZ0NmU3hMZi1sODNRckpIT0o3NnRERHMyUGg3bkZvMkZVODZIZXRPWk9QRlRYdTM3aGtCc1FvR3YtbjdWYW0zbk1DN091QUhTcmZXc2FudDVpbkQ0UGt4LVpjblNaeGxMaGhqM3dzbWJ3Vy1vS3hpeTl1eVFVa0t0VXpMR2tpQ2FKMFVzeThZUGtpbzk1Z21jUEM2OXNyVUU?oc=5,
Flora Fertility,https://insurtechdaily.io/company/flora-fertility/,1.095,1.5,CAD,,,2024-10-08,BetaKit,https://news.google.com/rss/articles/CBMivAFBVV95cUxPY0NxQmdtTUJLdVEyVjV6MlVFWXh4STJxWGtybmVPdGIydWtXcnhGT0VfVHZXamkxOUxvcTM5TldrMTZiU3h5QzBiZGd6SVFiVTQ3Zld3NmxfR0hwSHkwenlTS1dnbUtvblJRSm9JaHplNFR3bk9mRDJIb0xzZ1B2c2ZRbURjRHlJWEJTQXZVcFQwVS1zbjRrbWdmbWF0UzVSUXFjOTVXWlllSDBkTnp5VjF2NW0yc2dvMlhHSA?oc=5,
OUCH!,https://insurtechdaily.io/company/ouch/,1.2,1.2,USD,,,2024-10-08,BackScoop,https://news.google.com/rss/articles/CBMijwFBVV95cUxPMmNfTVEybXVnY08wb3ZJbVRyejdSbGZQbXp1aFdBLWYyNkhSVm1JZE5tRmMwb2dTdkhMcHNrME9qemtWeGJrOXJIN1pCUzFDSE5QTlUyRzlOZTV4eFdBVGpZWVB0VkdLZkVGMGZmbWtCY09yUDRXY2dyQk8zX1RjUkFtNkRjenUwdHplNXlSSQ?oc=5,
Rey,https://insurtechdaily.io/company/rey/,3.5,3.5,USD,,,2024-09-30,Jakarta Globe,https://news.google.com/rss/articles/CBMinAFBVV95cUxOaTd0Zi1HQ1VKN1VDaUphVy10Rk5zZGZ4anBDSzVyZ3l5ZC1iRmZlc2N6dUJ4and6ckRMS2pQUDNMOEo1WXo3Y3JHQXkyZnJrRGF3WURtUmZtcXdZS2RscTJYYllsUmtva2l5WDlqeUNWY0JBY3FickNTVENGWm1zekxIRE1YNzktLTQtVTBHT29YbVRrb3NTc0haeXI?oc=5,
arqu,https://insurtechdaily.io/company/arqu/,10,10,USD,Series A,,2024-09-23,Business Wire,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPMXBDblZSaV9JNno4Qk5XaHp6d3BMN0lHUmFzZ0VlUW0tX09uUUVaT0xPMVhMcDRQTnBmbVVJV2VBUDRvZ1dHX1R5eHJZdWdIelQzWHlvUzVlNERBV2ZHcUxCbGFoT2ZDWkt6SEJxRlVueDBVMUZRLUlpUkE3bnl6eG9reGVwM0c0akdWLVJjbWJOVENwMGNCNnBoLUhfMk90cjVBc3RiQTRjWGE1VC1BS2tzelJIeDNaX2FoTnlpVXlwSG4yTUZtUmZEb0JFNlpTVnVEVDBkQXVtYUptMTJEeG9B?oc=5,
Tuio,https://insurtechdaily.io/company/tuio/,16.2,15,EUR,,,2024-09-20,Capital Riesgo,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPMk4yTS1KR0tMdHRoQndSZlhGNEtYLUxPcFc3MndkR25BRGJNcE1UZUFqNE9kcGw4ZGNXRXJlSURQYTY1VVJEUEtGSE5jQjlwV3VqZGdTMHFLMHZ3eERROUFDRG5WLUttYi1CRUtjLS1BcEF2RDZXdUY4Tzh1d0hwcUJ4dTVOb0NTQWtLSXdXamNxMGlQb2V5d1dKM0YyMDVBRVpJR2pjM3MtWFhlcm10eGt5dTBDNFdPQWZfcjVnd2s?oc=5,
Alan,https://insurtechdaily.io/company/alan/,193,193,USD,,,2024-09-20,TechCrunch,https://news.google.com/rss/articles/CBMitwFBVV95cUxOaDlYR1BxYWZHVTJXbHdNM1BUdkNFeGo5azRrUURGd1BwR0lhZU1FTFlLTTd4eE5yQ2NsdUhqVFg4Ym1Zb21tSHB3VDgydVdoQVZ4VTF6dDhEeW9YbE41RXlpM1lvLXNYODF4d0xlVzVRZV9LN3JZeGJHRVRfbGVzYmQ4ZWlYaEJLYzFSQ1JzMUVVYjRoMEc2TG1VRjVFU2ZZMF94NGRLa2JoSGtSWVhlWW5QZHJGeU0?oc=5,
Koltin,https://insurtechdaily.io/company/koltin/,7.3,7.3,USD,Series A,,2024-09-19,Mexico Business News,https://news.google.com/rss/articles/CBMingFBVV95cUxQRGR2RzB4ZkxSVUVYc3o2QnQtOF9FekZQNnZTU3BhZ3pUUmhwWmZNZnZmUFEzM1V0c2JYRzY5VjY0V0V6OUZDLW9McFMxbTU3UHlqYXdnQ3l1RmJmTzZmWnZwVnBKcEFNSm83RVV6eWdGcFF6REhTRkZWNmEtaWhleVIxbnJNNUk3M21ndzAtZGV0M29JaW5FejBkN0NWUQ?oc=5,FinTech Global
Roots Automation,https://insurtechdaily.io/company/roots-automation/,22.2,22.2,USD,,,2024-09-17,PR Newswire,https://news.google.com/rss/articles/CBMi-wFBVV95cUxOWS1kQ3Atdk9FQnVoeVdGSWh2eFRaUW5vaGJ4U3lJWVNPM3NpQTZrYjFRWF9BdUdOc1ZvTDRXY19ZUmkyU2lNZDJSUGtIUUxuRWg3Y05pRzRNdl9iczdjVXFjVm5LS1VfZVZPTWtiM0tXb1pCQWprcml5MEtFT0dRcUVTQjVzSV9uV3RkUDFBS3oyV1JrZWJiLXQzbHg3YmU0X0JMbEpEV2JKc3ZpUFRKTDZQUXo0eU9oYkxVa2VQa0hRVV9udnFwaHNEOVpKbDQxM2hYSXpvb0cxdXZJa2FnaW9uTWpkSUxhYm1qT0tKSjJNNTF5YjhxblQ4Yw?oc=5,
Onsurity,https://insurtechdaily.io/company/onsurity/,45,45,USD,Series B,Creaegis,2024-09-16,VCCircle,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQZ1YxdE5RV2RkTGNrTHhuY1FoY200LW53MmxNRFRGYTVHYUM2NzgwZy0yVVUzMlJLMmQtaDdzU0hZT0FLUVluWWp0aEx2NjlzSkNQVTRKeWotU08yZGZmMHE4SVc5MHRDWnBUMHNGSE9ta0VpOTRwanRUdGJ4eXJhUGhpZUxBRG1U?oc=5,YourStory.com
