company,company_url,amount_usd_millions,amount_reported_millions,reported_currency,stage,lead_investor,announced,source,source_url,also_reported_by
Cuvva,https://insurtechdaily.io/company/cuvva/,19.05,15,GBP,,,2025-12-03,FinTech Global,https://news.google.com/rss/articles/CBMizAFBVV95cUxPakxvVllIeUhVMjRKSDhQMmRLVG5raW0zX05fQ0s5Yl9EbDhsaTF3YW1KZmZrUzItQXp5Vk5hdE1iUkZpT1lUYnNzMUU2NjNBUTFpOHZTRzFsTW4zeDQzWXl0cWJuOHRNLWhyY3RMM1lxMi1QbkZuVlpzU1JSMnYyanBoQTVFLUxPU1R3QXVDTF9XcTNRcER4ckRMb3FlWkJFMXE4T1pCQUZsY0RvY0FLV3hpWFlNZEctUjhNZjhIcTN3dFRfb0VWN1RNOHc?oc=5,
Curative,https://insurtechdaily.io/company/curative/,150,150,USD,Series B,,2025-12-02,Business Wire,https://news.google.com/rss/articles/CBMi5AFBVV95cUxNTktsejg0MXFpXzA2NG4xR2VYandBSHBxNTlfSnVkVE14NVE0c0g2YkxNODNkZXlGMl9HbGF6RmwyaUtUQUdGNHZOcVUyZHpyckppR3ZaV2NKd29NZElRTE9ud252aEhvSWtLZTByaFAxcnlRVlF4dVd2R1NqUG9FX2s0Zk0zLVNuZENEcy1MRXJnY2p0X2FqSUxGU0VaS1ZnQXlFUWI2NVhxOTNzMXNvY3FJQU50TTVNWTlwam1tUEVLWkJMWV9ZRkQ4Zjk3OE9fbVQtV3ozbEsxR0tGdDBlOGg3OWk?oc=5,Fierce Healthcare
AxiTrust,https://insurtechdaily.io/company/axitrust/,2.82,235,INR,Seed,General Catalyst,2025-11-26,Entrackr,https://news.google.com/rss/articles/CBMiugFBVV95cUxPUE96WDdmaE84blhEZy1RcnR0RXVnRnZrang1RDR4UzdnQnowT0hWcWhPQ2NfZjY3WjZUWnBCbHhwYmtBSjI2ODlGVW5ZRkg5UkxfWXJpLTZmUDFWRFYzYjRwSVljb2JoN0NBNkNPR0JJQUY3ZkYwVi1LeHNxZzJROTRyaXgwRVR5Zkx5cUNKSnM0WEtlUDV4T0hZSkJpYnlLS0FQTV90LWhMdmRvd004eVlwaTQ4N2NncEHSAboBQVVfeXFMT1BPelg3ZmhPOG5YRGctUXJ0dEV1Z0Z2a2p4NUQ0eFM3Z0J6ME9IVnFoT0NjX2Y2N1o2VFpwQmx4cGJrQUoyNjg5RlVuWUZIOVJMX1lyaS02ZlAxVkRWM2I0cElZY29iaDdDQTZDT0dCSUFGN2ZGMFYtS3hzcWcyUTk0cml4MEVUeWZMeXFDSkpzNFhLZVA1eE9IWUpCaWJ5S0tBUE1fdC1oTHZkb3dNOHlZcGk0ODdjZ3BB?oc=5,
Roojai,https://insurtechdaily.io/company/roojai/,60,60,USD,Series C,Apis Partners,2025-11-26,Fintech Singapore,https://news.google.com/rss/articles/CBMidkFVX3lxTFBsd3hRX0xfbGZNODA2N1E4MUlWLWtOdlV0UVJlZmF6Y1lnVFdjaklWcEFQM1NFU0FnZzVJb1hTanVXZjZCSGczZVJaQ2J2TTltcG8zRHZabzNmWnIzUTZPVFNTM1hYNkgxQXMwVTdpdTFQUEFFOFE?oc=5,รู้ใจประกันภัย
Pibit.AI,https://insurtechdaily.io/company/pibit-ai/,7,7,USD,,Stellaris Venture Partners,2025-11-21,YourStory.com,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQMUJNandQSjkweGNqYVhlNE91NWI0ZHBWS1hzTm1helFrUms1aWlOS1dDa285TzAxdTVHeGdDMWtRSGs5Vm9DUTV6X2ltM1UyMjREaks3VEVOamRDQlBYSHNWSGJ3TDFqVEVhdFp1TWIxVWstUDUzMmJiLUl1LWx3c0tGYUt3MVlleFZKNF9WR3hibG5lRE1ySDJManBTNDdFMlNvYS10RVM1dw?oc=5,The Economic Times; Indian Startup News; Beinsure
Modern Life,https://insurtechdaily.io/company/modern-life/,20,20,USD,,,2025-11-19,AlleyWatch,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQMEFQM0lScjJ1VndNeUxBVnpVYS1wandsWFR0TEg3V2tmSFFKVkFlZW1RakhNNGh1NFNDam5lRUZBSDRNaXdkSHBuOHFmVDhpT01kZUxnbzVlVzhPZDlSdENsYWRQdmFJbkxIRlpuUHFUZGZPS0doVnJMMG5hODR1eHlVTzNwaHVXbWlFYkdRM0lhSnAxX29VM2hmbjJmWlVDR0NoOUE5VkFibG41SFFDbmlCWEJldlNmajk4SlY3Rk5oazBWbzBTLWFGQ1hmUW5raWsxckxIZW0wOEw1UDhSVGMxaUM?oc=5,
Federato,https://insurtechdaily.io/company/federato/,100,100,USD,,,2025-11-18,FinTech Global,https://news.google.com/rss/articles/CBMimwFBVV95cUxQV0ZZbXhzY2MydS1YckJBMXM2Ym10WmZ5aDFIcUlOd3lUNzdjdnZMY3lDZTV1bDNQMkVlaWZQdUFwcENiVmw2WDBXUUhUcDE0eXBRWkppRUd5N2tJLTBFRk9vcE5zeW44enphTVZwaTRfQzY3QWZzd3JQbjBuSVE4S0ZtQm9DVnNfWG1ndW1WbmhIVE9wM011LWdPWQ?oc=5,
Anzen,https://insurtechdaily.io/company/anzen/,16,16,USD,Series A,Madrona,2025-11-14,theinsurer.com,https://news.google.com/rss/articles/CBMiugFBVV95cUxOSkUwUi16Q0RSaVl0QzFNTjlZd2xfLUc5TjdiSDFBNVRfNHRkVUZ4TnpyaldMeDZQTDFrb2lPNHJnMndGcDBNTm5veGM5cFpwUjJsc2pGZ1hkenMwLTdnMFFjLXVpN3hObzF4VXNGejlZQ0xVOWVNOHNFc0RKdVZuTzNGUkxEQkpMUDA0Sk1GUFpzWHRHak55Q19rMjV0SHdERnduVmMtU3ZrQ3ZxYnpUc2tkaXpqOFJ5Qmc?oc=5,FinTech Global; Yahoo Finance
The Policy Exchange,https://insurtechdaily.io/company/the-policy-exchange/,1.5,1.5,USD,Pre-Series B,,2025-11-07,Business Standard,https://news.google.com/rss/articles/CBMikAJBVV95cUxOakRqcDU4MTg0TjdaenlKbWZNUGJfY3RkQzZGRFlPWF9pQVRXUTB1MjluMkxJQTZqV3hOemVkR2dxaUhXRV9ZTVA5MVMzbU1jUkR6WFQ1bEdOM3hlRWFpdHlXR2d2YXExVzhTbDR2T0g4NkY5RVd0SmIwVXpqdkFMM1ZONFRuWk5IN2w4d0hlOHJnU3NEa1N4cDJaM0RrcmxPS1Qzb2xTdXVhZzB4eHEtSUhlendsNnlIbVFmdHJyQlJtNHdsU3JPZ1VMSmVJcGQ2czhrZEd0bTJ6S2lHNDd0NmRaMUlQX3otYmNfQmpTbUMzSXM1ZHQ4bnJieFNuSXBKMzUteENOODFKRm5rSzdONdIBlgJBVV95cUxPUFhsYnEyZkVJM0tndkdacjhyTGliZGs5cGNDNzBHdGRUNnFhU3l2aWRucVBsNWt0Tk9nQ09Xd0VXODU0NmRfVVB5RDJFVkZpVVdySTA5SERsLU42OGQ1RTdXUnpYdjBHS0JIT1AtQlpKQldUdE1QSlVmZmUwRjNzeDdJbE1EaHRzZzhmOVFFenkzVUhGajRUT2hjM2ZxVFVzZC05SUlfUEpGUDVCNGhNTXRoSmJsSksxVDFZWWlpQUVGWHpnSFExaEJSN1ZLOHF1T0M2SEtucU1sV2VaVUJ3MFJfZHlMMm5jOTBMTU5ESV9pYzdVNGY2OHRBaW1leW8zaUEtcW5zRDh5d3NLUk54MGdvTTM5Zw?oc=5,
Avallon,https://insurtechdaily.io/company/avallon/,4.6,4.6,USD,,,2025-11-06,Business Wire,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPQThxOW9hWkJ1TlhBU3JZd1NNTTU2UFI1NTZqZXEwMktBSEpKZ2M5c3VrSzlqZUUwWENtRTMxODJXZVZaWDFZbFBnNnlCSEt2RnJVU29nTU5nWXZhdFlJRXlRZHhKRnFucEJTTnpVXzFXakhhd1lZZmhpZFEwc29KRHlLRzBaRktVek51MzF4WkNGSFNOZVhqQm5PNUVvQlhXaHlSS1hGTjFCVGpYa1hQRmhLajBsUUVmY1JNSXNWM3NJRlRxYmhPWkNyWVNfZ1RNREthdVlhLWF2VUtK?oc=5,AlleyWatch
Otonomi,https://insurtechdaily.io/company/otonomi/,5,5,USD,Series A,,2025-11-04,Program Business,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOZE9SQzZpQWdXWTRxRGxMSmFGMkZzdEU5ZjFVOGh5cm10ZC01cS11YjZaeER2Wk4yWXY0OHFhNElqQjdPa1AwaWVLN2t6UF9ZXzVEdURYajFVdUxNNVl6d21zZTAyZ0xuWEV1b0JuSHRrT3lPSzNrUnpNSlVIRHNLcU9tcDZ6V05NUGhMNDM3R0IyWnd6a19pNXBsM2hfczFSd3JsZjNISmtZNi1tRzdTNjhNTEM5X1ZCYVcw?oc=5,
Kshema General Insurance,https://insurtechdaily.io/company/kshema-general-insurance/,20,20,USD,,Green Climate Fund,2025-11-03,The Economic Times,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNRmV5T2tqWjRtNkdXY1BqNWZNUFBXckJPT0tQLUY1UnNEUDQ1NDgza0w4UG9DQXpRRHk3UjBUX3RIdzFBWGptQUFVWl9wN3pzY3llaTZSMWViek5CcmtqUzl3ZXhES2Zvckl4dFZ3d2p3YWZVaUtfc19pRHlwWF9JVjRubVlLX0pyc2dKbHp3MjJpUnlFbHhYTU8yQlRRR09ON0NIQ2FFN1FhNDh2dG5FV1NrZjZVY2RMUHBqOUtaNjdBTmQyUW9LWXVSTHloM2xJYWpxOVl3VmRUWUNlbHlUV9IB5gFBVV95cUxQUlJ2ZUdZWGVvMGMwcTdzeXlscU5ZVm9EdkZsLXR2UzR6SWd4X3VwNFYxNk45Z0N0VlBtN001TzUxU0dvdzJOcXk4VVAzWTk3ZTI3MV9xSE9oZzVmcWdUMVZacUdwbVozWl9XdldqNzFycTBCWEVBajJ3NmEtVVhCdmMtQVBoRXlhRk5OeWNDaVlZaTdsdUJwdmlUMmJyMGFaUkNPZFVsY1BUY3RGV25nX0V2SFpIU2tVNmJNdmIyNHBTZzZQWkk1N0lLdzZ2NGZXSEVDUjFfUWF0X04tMklVZWswX2o0dw?oc=5,
SehaTech,https://insurtechdaily.io/company/sehatech/,1.1,1.1,USD,Seed,,2025-10-20,Wamda,https://news.google.com/rss/articles/CBMirwFBVV95cUxPUnNFM3BQYlNyVlNhMVVhajdsTDNDajlVcW1tRTlKRlQ4QTFpQUxEcGNXbEhyNGZxMWF0Y3hnSzFiTkRWN1N6RmFBVGV2a19GM3NqM0lNczBldTY3SzVxVFVqcHU0ZnZkeWtpdXlTQlE2TUlYeGFFZ3B5THA2OC1SNlp4ckNfTGVOQ0ZDOXpFOTFiQTJfZHFBSUFESVFJYzR5a1JNbHBLeGE2S1BSY1Jv?oc=5,
Stand,https://insurtechdaily.io/company/stand/,35,35,USD,Series B,,2025-10-17,FinTech Global,https://news.google.com/rss/articles/CBMilwFBVV95cUxNZjlGUEhwV0s5QW5rYXhyaXVMU3lXcGxZQ2lyQjk5S1lZclJHQy1EVGdldGxyM0J5VWVHZHBJZmxTODdaczhPNFgydHNpNVB3LXM1TzlyTDZJYTYtTHd1dTVQbl9UT2E0U0xSZGZzc0g4dVBWaEh2eGEzNlgwTm5FS0ZsSFFvSXVyVUhEOU01My1BczgtYzBz?oc=5,
MGT,https://insurtechdaily.io/company/mgt/,21.6,21.6,USD,Series B,,2025-10-16,Business Wire,https://news.google.com/rss/articles/CBMiggJBVV95cUxQR3dqZkJxT0sxNmdnVEdPbFI1cWxienNWLUhKTHVZX2JUYUJ4YlJLMmsyczBzdFZlUmtFWVE1N1paaUJKM0dBaFpseFdpTGMxVjFkLTlBQ1UtU1ZBd1hXYXJlMVB0ZDV4dGRoa0s4T3B1cmZyLUtnVVZfWWx3cEtJMEJZVkpZNnhoNkxZbGJrY2h6ZzFtNk5iMkdWanJwUktZeWFWRzc0ek1LVWJqNXAyV185Tl9sUFBqc2tHLUo5TVlzRVlGUXBKMWlHX0luMjZpNzN2ZVQyYVBhb1ZkaHYzR2xVUWdXczZESFdic0RGZmRQT2hGUVhzNjNNUVlPbTR3N1E?oc=5,FinTech Global; Reinsurance News
Afori,https://insurtechdaily.io/company/afori/,4.32,4,EUR,,,2025-10-15,FinTech Global,https://news.google.com/rss/articles/CBMikAFBVV95cUxOWmJRUE90d0dFd3ZPeGxhVHRjb2RwQTNna3UyMmpOWTVSSE1LOWMtNmxGQ1d6UVpEczBNQ3JRdFRQdUl5TXFCZjJNR0xRLUYtUEF6OFU2elhQSDFReEVEV2NCVmhlSm56YWRuY2l1RE5MYjVWVGRvNDRhNGlMOGk0QnVveEd5MTQzN3BWelRVaHA?oc=5,EU-Startups
Liberate,https://insurtechdaily.io/company/liberate/,50,50,USD,Series B,,2025-10-15,TechCrunch,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPbTFYOGp5aDVFU3RUSVFGbHByblFoQjdyVlFyeW5BbHNfMnEyRllWZUJobnRaZ2NNYjNRUmt4SGVQX2x2NExJTU9fOTRjSlZsOFBleVMzOGhKZ00yUWcwbHY1cUJMUUxLdUJ6ZEx5WTZIdUNjT0YtanI5WjNIS1MzR29md2ROUUVXNENZREJfcTJyalBybEdWcWxXQjNRVmVSaTJHbFlwLWZvd2M4VjFxRTdoYU1WbDc4?oc=5,
Irys Insurtech,https://insurtechdaily.io/company/irys-insurtech/,12.5,12.5,USD,,,2025-10-13,PR Newswire,https://news.google.com/rss/articles/CBMizwFBVV95cUxNNFBpQjMwbEdENnB3YklycUIya1FycDdPQm9yRU1xcXBsWUg5TTlHaTRvVXV4b0d2TkVLVkxPa3ppb09XUDBGaTNTVDJmbGM0emJVYkhZd0xwcjhJTGd0MFMxamt1RlZaWF9HVXIyVnp0cXFTUWlwMGR6eW5KTm10d0RuUG9RckFYMk11THY3eEUxeGlfNkw1WUFfRGtNQUtXdXhGeXNSUmhnMVd0NzYycHZ3NGxBZ0xPblFPTm9VWGtlRUZfUDNBYnl4aGxpZ0U?oc=5,
Irys Insurtech,,12.5,12.5,USD,,,2025-10-13,The Business Journals,https://news.google.com/rss/articles/CBMijwFBVV95cUxQMi13bEZrS2FoX241d19XelZEV1hGd3BlaWotUFpranJLaWt0aWZkTm9WLXhUZERBa2dabkl0N1hKc1NmTkFCeDRZR1dMZGFBMlEyLTNMX2RBU0NIU2pUd29DNHdTaFoyY0s4T0U2Y3Y2MlpNZW1CalBVdWhtdlB1TFgzNDR4UGFYVmRDaXNCNA?oc=5,
ClaimSorted,https://insurtechdaily.io/company/claimsorted/,12.312,11.4,EUR,Seed,,2025-10-13,EU-Startups,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPMVZ1SWgwc3lVaTZGakRvTXppWk9jcGF6azhzR0tfaVU5VmcwTmJ3VVRNYlM5VTBWb0tMN2U5THY4MldyeDlabDhHN1ZTY0xLbHlFWU0tSVdwUVJvQS1KMGdnMEtXMU12U3dNQW54M0RIcjFVMFJ0Uzl1Y1doLVh5M0tTYWR6cmJXc0tUTWx6SEY1VXAweTdtV0w0LUtoM2dSaGdfOWlaUGVnU3FHVGRZbUR3aEhTblRoLWtMcmhuYnlQTXRfT3I0SGJZRUZFcE5LLTAwbE4wSFBvVVlRQnc?oc=5,
Anthea,https://insurtechdaily.io/company/anthea/,22,22,USD,Series A,,2025-10-10,Reinsurance News,https://news.google.com/rss/articles/CBMiigFBVV95cUxPWEVueVVrcGJrQmU1NHl4NnhRb1QwSVhSQjJUdE5NRmxGdGJ1VkY0ZWlvY3VXdDhSckJmRWRFM2FfdlRISDN1REtvQ0hOWGg5ZDI3czVfQXVSQ0dKU0RsZmZGMFhKMlZHNi1uS2pEaVh5VDJ4ZFA1TzJNMG5oVGV3OEl4dHVvbXE5c0E?oc=5,PA Media
FurtherAI,https://insurtechdaily.io/company/furtherai/,25,25,USD,Series A,Andreessen,2025-10-08,Reinsurance News,https://news.google.com/rss/articles/CBMiowFBVV95cUxNVU9VQUo2a0hoc1BVNWRLWVpLQVA3RzJsVU9CSDZHZ3dzaUpnel9jWmMwUXJTeHRiVzd2Rk5ZWnJnd2xWek9kdHNBcktZbHp0alVhOHp3SW5ndkhXbEpQWVdQMkhFMlB6M3RxdTNrOU9xM2IzNFFobzdQSzJOUDZWajMzY2tnM2g3WjAxWFhhc05zRXVoOFJkMWYwaGh6ZmlSVjNv?oc=5,Forbes; PYMNTS.com
,,82,82,USD,,,2025-10-07,Business Wire,https://news.google.com/rss/articles/CBMioAJBVV95cUxNYktPMjNNa3dQdjMta3ZpbmZ0V0dPYjFadE9jcThvYTBEcTE2bURHOWRPeVp5UlVYdlRsRDhJd1pSU0FUUm5oNWl1Q0VUVXBTQTVJZV96VTUwTnVBbXpwZ2FZejl4Rnk5WndBcEpVRmNVcW9oTG82UHpmbi1RR2ZicFhBeFUtX0JPcy05Tk9sM3E1RTNWR1VpZUdHV3BjUUhoZzRPMVFhMV95U3lKdHlMemZIaVhKWlM3RkZsY1V1WWtmTGUwSzBJZkpjV3BlUFc4VzJCQm9uLUdiY3hmS3I0czhRVXNyZ3UyZngyb0kwWloxTHFOc3VEc19WUlZEV0xDMlpvZjRBTXlseDlIeWdMQUVKM2RuQzFibU8xNUVUUVE?oc=5,
Insify,https://insurtechdaily.io/company/insify/,17.604,16.3,EUR,,,2025-09-23,FinTech Global,https://news.google.com/rss/articles/CBMimwFBVV95cUxOQy12RmR0WXpWTUt6d1AyelcwQk5keXZlLXh2MnZBNUF1RzRoUXRRZm9VbUM2ZVBVMnlSQll4VjA3ZHIwanVwMXBUZ3NhUzB2ZWJJbC1HUTk3M196NGp0NDRIZGhCZERmM0ptWnpmYjR5bTZsMjJDN0luOW1DZ21rTm9JQXJBakltMFlKdGd5d0NQMDdNZVBLTDIwZw?oc=5,Silicon Canals
Seyna,https://insurtechdaily.io/company/seyna/,10.8,10,EUR,,,2025-09-15,EU-Startups,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNMnh1TGpkU0FzXzlVbU4tUXZWdWtGQ0toU3dwY1hNYmRnZHlNcElNU1RJSm5NWUoybHhKRXFoYTZRS3N2N2ZRZ3I5eHB0ajJNU2ZBdTZZNTNqcUhNYzB6QmdvU1VfQ0hUQi1KcnNiYS00aFZtWFBlVUx0ZUVodDhoRU5oam9BMThmMGNIR2Q1YXJ1eGt4MmRXYzVLWFp3NU8zMjBOT1Zfci1kMWFSLXZZckJuZ2ROTTFXR2pIbjVrSUpfY3VkV2ZwcG1NOEEzVjRTaUNfVER6ZHZTRXdF?oc=5,FinTech Global
LightSpun,https://insurtechdaily.io/company/lightspun/,13,13,USD,Series A,,2025-09-09,Axios,https://news.google.com/rss/articles/CBMilwFBVV95cUxQRE1ZVWU4clNDWU1NM0NFc2N3SXk1QlBrcEx5aC1QLUVZNzdZdjd4X2Mtd1U4NHlrSGpxYUVMSFhaN2JxX1owYjZoYWJ3Z1NHOXZkbWdqS2NUb1E4bXhOc3YyQzVzMng5UUxKN0YxTlRKT2pSeF9SOE1GOVptaC1PazZOQk1sTTBJaG8tbTdmNW9KZkZfUFBv?oc=5,FinTech Global; Business Wire
Pathwork,https://insurtechdaily.io/company/pathwork/,3.5,3.5,USD,Seed,,2025-09-09,Pulse 2.0,https://news.google.com/rss/articles/CBMikAFBVV95cUxPekxDLWhiQ3NfVG1ZOVdMR0c1bXNiaC1mVUVXX3dsSERZZnp0TGZCMGpWenRxNUMtNzkwNlBUVFpVN2hiMU9QNVJQUFBhT2xxWlJDRE9QTk1lZEJyMlBudEt4TExrYVpRaUxBc3RGOG5kM0V2S2FKT1BxWHktdjlYQVZZR3lKb2UyczZ0TWpuZUPSAZYBQVVfeXFMTkxSVl90MWpjb25LVUdMT3B0bnJVN1ZXMDFIc1cydF96OWowODBUcTRXZi1JcVEyWW9DWnE5UTRnVHAzWXBvSWFfUTRKU1p5c05UR2J5WnBZVzdyOTlSMXVHNTVyQ0VpaS1OM04xaHRlYXNTSmoyNmphX2llWHJnMmVkU3otdFo5RThHZGNIM2V5ZnYzeEtn?oc=5,
Elysian,https://insurtechdaily.io/company/elysian/,6,6,USD,Seed,,2025-09-04,Business Wire,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQMDVHNEUtUHd4OGhzR0V2U08yRW9pY0M4WGlTNEJhbXVBZ3NGUjJZU0VYX3RlbVJlc2Y0YzBZdnd1RlZwcHBuWFUtMEdNSHNGU1NCU2pHUzJ4OUNUYWZXQmk4d1ZGb0JDTFpWMWxMT2EwaVczMFh6aXV4cFhIQXEwTUJQNDliZlFJQ0JPMGNSaEVkX1dpSndBbDlBM0h4LXNXT2R3a004QU9VZEhqcXFZOE02dUlKTllOUWd6dXFBOUVDRE5CaHpvMk95VEZFLTFGQmUyTXJud3I4WExqTTMzUGNIRng?oc=5,
Bang Jamin,https://insurtechdaily.io/company/bang-jamin/,4,4,USD,Pre-Series A,,2025-08-29,Tech in Asia,https://news.google.com/rss/articles/CBMikgFBVV95cUxPdmF1UXJRTVVGSm1YajJKeDFoWWtwVnNEcHgwWUY5VFNCa0g5SktHUk9VZlBPWndnUWE2Z1B4MVVrWVpCUzIzR05Wd2NWaHlIWVFXelgza1NneEJ4aUt4bjNHVklXbEZYWmFqdnhlYWJkM3NQd2tyUThWbTNoZzBBQkk3SmVhbk9NX0Q0UHRvZVQ4dw?oc=5,
Sola,https://insurtechdaily.io/company/sola/,8,8,USD,Series A,,2025-08-26,PR Newswire,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQQkxoNEFrcTBrSy1hQnBJSEJVVzI3aXRfeUdId3BsczdRaHZfQ1ZTLTQwUkNsQXc0QXJObVVDMi1PdkpSbXR0NWFvWnEzNEtJcnVtNEVjOUNDc3U0Z05vZ29TeFhBRnZSODZPSlh4YkRLZ2tHS3dHSFBaQWlrWHNKWXIwbHRkQ20xNzJ3YTRJeExsZURzTVVTX1lGejJ1MFBCeFZXOG9heHBfSnpJdERLZ3pYU2wtMEg2ZDBXOUw0WXhLWXhpR0xObG9TdE9ESjQxMVhQSQ?oc=5,Hypepotamus; Reinsurance News; FinTech Global; theinsurer.com
Simfuni,https://insurtechdaily.io/company/simfuni/,3,3,USD,,,2025-08-15,National Business Review,https://news.google.com/rss/articles/CBMiigFBVV95cUxNVUx4VFZrNHF4N0FuWm1uR3c0SkxWck95M2ZvMFJHN0xCWTAzcl9RZVo0Wkp6NW01WWZOcmhQLTFVR1hHSEw3Mzh4WU9NTjFyaTNKSWFsbXR4aDVPeGxUTkxubGJ3bUJXNGVlM0RybTVkZG96NWYtcUxTRE1BU0lMVXRkd2d5bjFMdVE?oc=5,
Inclined,https://insurtechdaily.io/company/inclined/,8,8,USD,Series B,HSCM Ventures,2025-08-12,Crunchbase News,https://news.google.com/rss/articles/CBMitwFBVV95cUxQZ0hMWkMzV0JnWFhfbWxSazhITGpuRzBFWGFvcE1FdjUwTXhOTmpiMnp0WWVfd3NfYUR5QjdoQmZ6UjZrRnltaXVjSWlEVzJiUE5aNW1LOXNKNThKYjE0OVVzeW4yTTdEdXd4TjcyRW9XOHdrTmp3WDBuZW9KTW11NjYxV05LTFp2ZGUyS3JURHRicDNTUU1SVzBPa2YzTmZ4TDliYkVZNEd1MzFCbzNYNzVoakxjT0k?oc=5,Artemis.bm; FinTech Global; Business Wire
Mitigata,https://insurtechdaily.io/company/mitigata/,5.9,5.9,USD,Series A,,2025-08-04,Elets BFSI,https://news.google.com/rss/articles/CBMitgFBVV95cUxQMnJmWTZLTmN1cFlCMnA3OGVwNmpGVWpyNzFreHU0Sm5rN21QbVhReXR5TjgyTHNQWGtxRjl0UVl0a05ybHh0ZXVoN2F0MENQWU1ESU5UWUtpWEpnSlhza0xLbGZWdHllM05HQVpDNEZhNTRvZ2VWb2FBbm4weHpUdXNyZW9VMmVfSmRzTXg5cDlkOEFMNm5XVXozQkpyVThKMDRHLUxudTRCN1pPM2RhMUtqTnQ5UQ?oc=5,Inc42
AIUC,https://insurtechdaily.io/company/aiuc/,15,15,USD,,,2025-07-24,FinTech Global,https://news.google.com/rss/articles/CBMikwFBVV95cUxPTDJRZEY4Zml0Y2tqWEV0MnBSanpubDdPWTJoaHZfbWNxZU5XSFR6bV9CbTFXUlFyaWNQTkZCYlhSaGU1alV6d2ZGZlpldGpnS0ZXc3U1bm5IaDJDWGhqLUNGREJaNVFGcmdfWnhYZHQtMGZxaFVtWGwwbmsyWFg3TGF2RkRmMzVBTzRsNnQwRkprX0E?oc=5,
Bharatsure,https://insurtechdaily.io/company/bharatsure/,0.72,60,INR,,IPV,2025-07-24,Entrackr,https://news.google.com/rss/articles/CBMilwFBVV95cUxPblVPQk5pVWtMbUdKZjVjazAyTThBbjhDMHpFZEdiQ2JJNW1ROWstekxGRHpEeHh4N1hnLURFaUMtdDZRUVROMnUtUDB0MGJmdnJBV1phalp1QTlMU2UzcVh5QldmZzU0YjFjSzBQQjdpZF84WjFKSVJHanBETjlrbVY3a1N0dUtWWTBDZTRnYnVselpUUTJR0gGXAUFVX3lxTE9uVU9CTmlVa0xtR0pmNWNrMDJNOEFuOEMwekVkR2JDYkk1bVE5ay16TEZEekR4eHg3WGctREVpQy10NlFRVE4ydS1QMHQwYmZ2ckFXWmFqWnVBOUxTZTNxWHlCV2ZnNTRiMWNLMFBCN2lkXzhaMUpJUkdqcEROOWttVjdrU3R1S1ZZMENlNGdidWx6WlRRMlE?oc=5,Indian Startup News
Eventual,https://insurtechdaily.io/company/eventual/,7.5,7.5,USD,,,2025-07-23,FinTech Global,https://news.google.com/rss/articles/CBMinAFBVV95cUxPdDRFQUlkZF9RaXhmM0dldEN0M1lUZml0N1NZa3dldE9VaXRTcE9qVS10anlsNlFINDNtN1dSZjBGWDZ2NWhUcU5SUWxMS3F2NC1uOWlVcm1qQVNfWU1WUTRVc3VGUUxhNHo1aXFJSkV5LTBpWDF3aWlhc3huR3pmZEx1MXJBOU9xLUltenBUZGI4ODFURWRvSy1OV0k?oc=5,
Bowtie Life,https://insurtechdaily.io/company/bowtie-life/,70,70,USD,,,2025-07-18,South China Morning Post,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPV0xjWTVIamtVM1FmREY4QkpDOV9TMGQ2dl9IMU1DT2VJSlhaQjhZUnhxOE1pajNKUDlwVlhvS0ZoQnZ0MmlOVFlrbmZYNk0zY1BxOTlUM2lyb01ISmR1N1FHRWFqQTFsNlJVOG9wc00zVEVGcWY2cTBNeUFEWHFOaUlPWDRFWl9vcE5JTUQ0RDFaZW1tNHh0Z0h6NHM0MWcwbG44WmhPNTVwUG82RzJZaUFNV3VNaDhSUjJCazU2YnJZclY4Um5MUWV5OUJrc2JLak9xWGl30gHWAUFVX3lxTE0yNkxpUjJwRW81cFFPdUtrc2JnQUd2TmU5U2ltYkpJZEYzM3JTR05LY1dqakdQbE9vLXFIS2gzSUNQQWJHRmwxWmdNRWFzY3Y0RzZlaUVWa0oyQV9XcFBWRnJXRXJpd3hVcGpQYWc2TXlaSEdCemFicmdsMFlEd1l4UU9pSXJBUWJLUVBhUHg0OWxUOVdxVmlySDZQblpNaXZabUFuVzllcUFGMnZBSEhuc1A0Y1BLRGhNc2hlOS14aHNIS3QxY3ZMT0c1NndMSkhxZHZlekE?oc=5,
